"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","target"
0.115942028985507,0.260869565217391,0.338028169014085,0.313432835820896,0.277777777777778,0.283783783783784,0.208333333333333,0.226666666666667,0.197802197802198,0.268292682926829,0.418604651162791,0.620689655172414,0.561797752808989,0.557894736842105,0.588888888888889,0.528089887640449,0.482352941176471,0.417721518987342,0.459459459459459,0.408450704225352,0.367816091954023,0.344086021505376,0.363636363636364,0.313253012048193,0.511904761904762,0.440677966101695,0.220820189274448,0.263665594855305,0.277070063694267,0.269736842105263,0.285714285714286,0.259016393442623,0.239482200647249,0.237654320987654,0.273273273273273,0.337142857142857,0.417553191489362,0.443864229765013,0.448877805486284,0.445544554455446,0.438902743142145,0.434343434343434,0.437037037037037,0.441975308641975,0.447368421052632,0.444444444444444,0.441860465116279,0.439393939393939,0.45565749235474,0.485804416403786,0.43609022556391,0.366366366366366,0.386206896551724,0.101010101010101,0.574948665297741,0.42491512144163,0.894736842105263,0.291187739463602,0.292929292929293,0.506106153123532,0.483543275091426,0.786363636363636,0.402597402597403,0.141414141414141,0.454690831556503,0.433079241269278,0.649484536082474,0.451645569620253,0.404332129963899,0.943661971830986,0.290909090909091,0,0
0.405797101449275,0.463768115942029,0.464788732394366,0.402985074626866,0.458333333333333,0.432432432432432,0.402777777777778,0.373333333333333,0.32967032967033,0.402439024390244,0.476744186046512,0.505747126436782,0.49438202247191,0.442105263157895,0.6,0.573033707865168,0.423529411764706,0.354430379746835,0.337837837837838,0.422535211267606,0.252873563218391,0.247311827956989,0.324675324675325,0.337349397590361,0.511904761904762,0.491525423728814,0.533123028391167,0.559485530546624,0.579617834394904,0.582236842105263,0.603896103896104,0.60655737704918,0.59546925566343,0.570987654320988,0.555555555555556,0.542857142857143,0.547872340425532,0.532637075718016,0.521197007481297,0.517326732673267,0.521197007481297,0.515151515151515,0.498765432098765,0.48641975308642,0.481578947368421,0.475,0.473837209302326,0.475757575757576,0.492354740061162,0.523659305993691,0.518796992481203,0.525525525525525,0.46551724137931,0.242424242424242,0.45057201525374,0.670148863933142,0.833333333333333,0.295019157088123,0.95959595959596,0.531000469704086,0.629418935392117,0.766666666666667,0.445887445887446,0.474747474747475,0.414179104477612,0.528806949122496,0.670103092783505,0.716455696202532,0.564620938628159,0.788732394366197,0.290909090909091,0,0
0.420289855072464,0.405797101449275,0.366197183098592,0.313432835820896,0.305555555555556,0.337837837837838,0.347222222222222,0.36,0.230769230769231,0.292682926829268,0.348837209302326,0.448275862068965,0.48314606741573,0.473684210526316,0.611111111111111,0.606741573033708,0.588235294117647,0.531645569620253,0.459459459459459,0.380281690140845,0.333333333333333,0.419354838709677,0.532467532467532,0.554216867469879,0.523809523809524,0.508474576271186,0.580441640378549,0.604501607717042,0.614649681528662,0.621710526315789,0.633116883116883,0.626229508196721,0.618122977346278,0.592592592592593,0.570570570570571,0.537142857142857,0.539893617021277,0.550913838120105,0.536159600997506,0.522277227722772,0.513715710723192,0.517676767676768,0.511111111111111,0.503703703703704,0.494736842105263,0.497222222222222,0.517441860465116,0.539393939393939,0.562691131498471,0.593059936908517,0.513784461152882,0.552552552552552,0.46551724137931,0.555555555555556,0.48870636550308,0.686863410812222,0.742105263157895,0.413793103448276,0.535353535353535,0.426726162517614,0.570906135717188,0.73030303030303,0.385281385281385,0.595959595959596,0.388415067519545,0.634461974827158,0.639175257731959,0.755443037974683,0.742238267148014,0.676056338028169,0.345454545454545,0,0
0.681159420289855,0.550724637681159,0.52112676056338,0.567164179104478,0.402777777777778,0.418918918918919,0.388888888888889,0.333333333333333,0.252747252747253,0.365853658536585,0.372093023255814,0.344827586206897,0.247191011235955,0.210526315789474,0.233333333333333,0.426966292134831,0.305882352941176,0.278481012658228,0.243243243243243,0.450704225352113,0.471264367816092,0.419354838709677,0.584415584415584,0.518072289156626,0.416666666666667,0.457627118644068,0.634069400630915,0.652733118971061,0.665605095541401,0.674342105263158,0.691558441558442,0.685245901639344,0.669902912621359,0.648148148148148,0.615615615615616,0.571428571428571,0.537234042553191,0.490861618798956,0.473815461346633,0.457920792079208,0.451371571072319,0.441919191919192,0.451851851851852,0.479012345679012,0.494736842105263,0.511111111111111,0.526162790697674,0.548484848484849,0.577981651376147,0.608832807570978,0.448621553884712,0.552552552552552,0.496551724137931,0.888888888888889,0.452625403344089,0.645338208409506,0.664912280701754,0.494252873563218,0.767676767676768,0.435415688116487,0.645875660300691,0.686363636363636,0.346320346320346,0.484848484848485,0.420220326936745,0.64758021627371,0.608247422680412,0.889620253164557,0.892418772563177,0.563380281690141,0.345454545454545,0.100726392251816,0
0.536231884057971,0.463768115942029,0.535211267605634,0.761194029850746,0.833333333333333,0.945945945945946,0.875,0.853333333333333,0.681318681318681,0.646341463414634,0.697674418604651,0.724137931034483,0.674157303370786,0.6,0.677777777777778,0.696629213483146,0.623529411764706,0.582278481012658,0.72972972972973,0.859154929577465,0.574712643678161,0.333333333333333,0.285714285714286,0.192771084337349,0.69047619047619,0.796610169491525,0.548895899053628,0.569131832797428,0.576433121019108,0.588815789473684,0.564935064935065,0.468852459016393,0.407766990291262,0.348765432098765,0.3003003003003,0.274285714285714,0.265957446808511,0.224543080939948,0.209476309226933,0.190594059405941,0.169576059850374,0.164141414141414,0.177777777777778,0.204938271604938,0.2,0.2,0.206395348837209,0.203030303030303,0.204892966360856,0.192429022082019,0.353383458646617,0.282282282282282,0.589655172413793,0.97979797979798,0.47667937811675,0.616087751371115,0.196491228070175,0.555555555555556,0.525252525252525,0.651244715829028,0.79276716781796,0.328787878787879,0.562770562770563,0.838383838383838,0.386993603411514,0.91455415706435,0.443298969072165,0.845063291139241,0.845487364620939,0.126760563380282,0.2,0.00871670702179177,0
0.318840579710145,0.420289855072464,0.47887323943662,0.626865671641791,0.652777777777778,0.635135135135135,0.736111111111111,0.653333333333333,0.560439560439561,0.719512195121951,0.674418604651163,0.689655172413793,0.752808988764045,0.652631578947368,0.688888888888889,0.719101123595506,0.647058823529412,0.430379746835443,0.189189189189189,0.0985915492957746,0,0,0.103896103896104,0.0602409638554217,0.666666666666667,0.576271186440678,0.230283911671924,0.254019292604502,0.273885350318471,0.266447368421053,0.279220779220779,0.275409836065574,0.275080906148867,0.274691358024691,0.264264264264264,0.257142857142857,0.273936170212766,0.268929503916449,0.281795511221945,0.294554455445545,0.309226932668329,0.328282828282828,0.353086419753086,0.365432098765432,0.326315789473684,0.277777777777778,0.25,0.203030303030303,0.18348623853211,0.205047318611987,0.330827067669173,0.261261261261261,0.270689655172414,0.727272727272727,0.936051628043414,0.539566466440324,0.0894736842105263,0.28544061302682,0.0707070707070707,0.767026773132926,0.644250304754165,0.0424242424242424,0.203463203463203,0.191919191919192,0.606609808102345,0.783549016131892,0.0721649484536082,0.471898734177215,0.752346570397112,0.197183098591549,0.581818181818182,0,0
0.130434782608696,0.0869565217391304,0.0704225352112676,0.0746268656716418,0.0833333333333333,0.0540540540540541,0.0555555555555556,0.08,0.131868131868132,0.170731707317073,0.313953488372093,0.367816091954023,0.337078651685393,0.273684210526316,0.311111111111111,0.370786516853933,0.294117647058824,0.240506329113924,0.256756756756757,0.253521126760563,0.206896551724138,0.193548387096774,0.207792207792208,0.192771084337349,0.25,0.203389830508475,0.429022082018927,0.437299035369775,0.449044585987261,0.434210526315789,0.448051948051948,0.442622950819672,0.41747572815534,0.422839506172839,0.465465465465466,0.522857142857143,0.569148936170213,0.550913838120105,0.526184538653367,0.522277227722772,0.518703241895262,0.52020202020202,0.501234567901235,0.493827160493827,0.494736842105263,0.5,0.508720930232558,0.5,0.510703363914373,0.520504731861199,0.516290726817043,0.486486486486486,0.4,0.222222222222222,0.617776474039308,0.442151997910682,0.528070175438596,0.264367816091954,0.151515151515152,0.575622357914514,0.482933766761479,0.468181818181818,0.32034632034632,0.0707070707070707,0.593994314143568,0.445133841517461,0.412371134020619,0.494177215189873,0.586281588447653,0.52112676056338,0.709090909090909,0,0
0.159420289855072,0.246376811594203,0.197183098591549,0.223880597014925,0.125,0.202702702702703,0.194444444444444,0.213333333333333,0.197802197802198,0.219512195121951,0.302325581395349,0.471264367816092,0.471910112359551,0.389473684210526,0.4,0.415730337078652,0.423529411764706,0.40506329113924,0.472972972972973,0.436619718309859,0.459770114942529,0.333333333333333,0.38961038961039,0.421686746987952,0.369047619047619,0.372881355932203,0.55205047318612,0.559485530546624,0.570063694267516,0.572368421052632,0.581168831168831,0.560655737704918,0.540453074433657,0.512345679012346,0.507507507507508,0.522857142857143,0.547872340425532,0.537859007832898,0.528678304239401,0.522277227722772,0.518703241895262,0.497474747474748,0.503703703703704,0.516049382716049,0.531578947368421,0.538888888888889,0.558139534883721,0.584848484848485,0.611620795107034,0.649842271293375,0.516290726817043,0.54054054054054,0.427586206896552,0.797979797979798,0.589909064241713,0.536171324105511,0.594736842105263,0.333333333333333,0.272727272727273,0.620009394081729,0.470743600162536,0.559090909090909,0.376623376623377,0.101010101010101,0.651918976545842,0.461974827158305,0.484536082474227,0.706835443037975,0.791335740072202,0.549295774647887,0.527272727272727,0.00145278450363196,0
0.536231884057971,0.608695652173913,0.436619718309859,0.388059701492537,0.319444444444444,0.310810810810811,0.236111111111111,0.133333333333333,0.131868131868132,0.219512195121951,0.255813953488372,0.28735632183908,0.370786516853933,0.347368421052632,0.333333333333333,0.325842696629213,0.188235294117647,0,0.0405405405405405,0.126760563380282,0.0459770114942529,0.0645161290322581,0.0649350649350649,0.132530120481928,0.357142857142857,0.254237288135593,0.697160883280757,0.726688102893891,0.735668789808917,0.746710526315789,0.753246753246753,0.737704918032787,0.699029126213592,0.641975308641975,0.618618618618619,0.608571428571429,0.587765957446808,0.561357702349869,0.561097256857855,0.561881188118812,0.56359102244389,0.568181818181818,0.57283950617284,0.582716049382716,0.573684210526316,0.588888888888889,0.598837209302326,0.590909090909091,0.605504587155963,0.618296529968454,0.56390977443609,0.624624624624625,0.531034482758621,0.95959595959596,0.778527427398064,0.688169234787151,0.505263157894737,0.513409961685824,0.545454545454546,0.590652888680132,1,0.537878787878788,0.497835497835498,0.383838383838384,0.639481165600569,0.549725226023755,0.536082474226804,0.819746835443038,0.836823104693141,0.408450704225352,0.309090909090909,0.0208232445520581,0
0.144927536231884,0.0869565217391304,0.0422535211267606,0.164179104477612,0.180555555555556,0.162162162162162,0.138888888888889,0.173333333333333,0.318681318681319,0.317073170731707,0.337209302325581,0.482758620689655,0.460674157303371,0.431578947368421,0.377777777777778,0.337078651685393,0.282352941176471,0.367088607594937,0.391891891891892,0.309859154929577,0.241379310344828,0.268817204301075,0.194805194805195,0.180722891566265,0.369047619047619,0.305084745762712,0.65615141955836,0.678456591639871,0.678343949044586,0.664473684210526,0.665584415584416,0.662295081967213,0.660194174757282,0.638888888888889,0.600600600600601,0.548571428571429,0.507978723404255,0.409921671018277,0.359102244389027,0.309405940594059,0.27431421446384,0.27020202020202,0.291358024691358,0.320987654320988,0.328947368421053,0.341666666666667,0.354651162790698,0.360606060606061,0.385321100917431,0.416403785488959,0.433583959899749,0.453453453453453,0.579310344827586,0.838383838383838,0.691111762980346,0.521546095586315,0.564912280701754,0.482758620689655,0.121212121212121,0.528182245185533,0.519301097114994,0.596969696969697,0.432900432900433,0.474747474747475,0.65227434257285,0.622761921645098,0.556701030927835,0.647594936708861,0.890252707581227,0.436619718309859,0.527272727272727,0.0232445520581114,0
