"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","target"
0.00826086956521739,0.0132955536181343,0.692037727571836,0.67208413001912,1,0.463634027242354,0.997941327843541,0.352885525070956,0.359269932756965,0.435185185185185,0.21600566572238,0.215300805305542,0.219229860618946,0.226437323279925,0.277247502774695,0.0369318181818182,0.0278798357467041,0.0299182092122256,0.0351931330472103,0.0193756727664155,0.011038961038961,0.0159827213822894,0.0157565292467084,0.0112481072896388,4
0.00826086956521739,0.0132955536181343,0.692037727571836,0.672801147227533,1,0.463634027242354,0.997941327843541,0.420529801324503,0.359269932756965,0.436609686609687,0.215297450424929,0.215300805305542,0.218521143397118,0.227144203581527,0.277247502774695,0.0367132867132867,0.0278798357467041,0.0299182092122256,0.0351931330472103,0.0202368137782562,0.011038961038961,0.0159827213822894,0.0164040578458882,0.0112481072896388,4
0.00826086956521739,0.0132955536181343,0.692037727571836,0.668260038240918,1,0.463634027242354,0.997941327843541,0.420529801324503,0.359750240153698,0.435185185185185,0.215533522190746,0.215300805305542,0.218521143397118,0.226437323279925,0.277247502774695,0.0369318181818182,0.0278798357467041,0.0299182092122256,0.0351931330472103,0.0202368137782562,0.011038961038961,0.0159827213822894,0.017051586445068,0.0112481072896388,4
0.00804347826086956,0.013949433304272,0.692037727571836,0.667543021032505,1,0.463634027242354,0.997941327843541,0.353358561967834,0.359750240153698,0.434947768281102,0.223559962228517,0.215300805305542,0.218521143397118,0.226437323279925,0.277247502774695,0.0369318181818182,0.0278798357467041,0.0299182092122256,0.0351931330472103,0.0202368137782562,0.011038961038961,0.0159827213822894,0.0166199007122815,0.0112481072896388,4
0.00826086956521739,0.0132955536181343,0.692257073919719,0.668260038240918,1,0.463634027242354,0.997941327843541,0.42123935666982,0.359750240153698,0.434235517568851,0.215533522190746,0.215300805305542,0.218521143397118,0.226437323279925,0.277247502774695,0.0367132867132867,0.0278798357467041,0.0299182092122256,0.0351931330472103,0.0202368137782562,0.011038961038961,0.0159827213822894,0.0159723721131017,0.0112481072896388,4
0.00847826086956521,0.0132955536181343,0.692257073919719,0.668260038240918,1,0.463634027242354,0.997941327843541,0.419583727530747,0.359750240153698,0.435660018993352,0.217658168083097,0.215063950734249,0.218284904323175,0.226908576814326,0.277247502774695,0.0360576923076923,0.0278798357467041,0.0299182092122256,0.0351931330472103,0.0195909580193757,0.011038961038961,0.0159827213822894,0.0166199007122815,0.0114644170452087,4
0.00869565217391304,0.994551002615519,0.692476420267602,0.66802103250478,1,0.463891030583398,0.490478641276377,0.351702932828761,0.358789625360231,0.433998100664767,0.222851746931067,0.214590241591663,0.217812426175289,0.225730442978322,0.277469478357381,0.0358391608391608,0.0276637129889777,0.0297029702970297,0.0351931330472103,0.0206673842841765,0.0114718614718615,0.016414686825054,0.0166199007122815,0.0118970365563487,4
0.00956521739130435,0.999128160418483,0.693353805659136,0.669455066921606,1,0.463891030583398,0.997941327843541,0.417928098391675,0.35806916426513,0.433998100664767,0.21600566572238,0.21364282330649,0.216867469879518,0.224552309142319,0.276359600443951,0.0373688811188811,0.0274475902312514,0.0294877313818338,0.0349785407725322,0.0210979547900969,0.0121212121212121,0.0168466522678186,0.0166199007122815,0.0127622755786286,4
0.0110869565217391,1,0.694231191050669,0.670650095602294,1,0.464148033924441,0.490221307256819,0.416508987701041,0.357108549471662,0.432573599240266,0.217894239848914,0.211984841307437,0.215213796361918,0.223138548539114,0.0572697003329634,0.0373688811188811,0.027231467473525,0.0294877313818338,0.0347639484978541,0.0219590958019376,0.012987012987013,0.01792656587473,0.0187783293762141,0.0140601341120485,2
0.0126086956521739,0.999346120313862,0.695327922790085,0.671845124282983,1,0.464662040606528,0.997941327843541,0.351702932828761,0.356628242074928,0.431623931623932,0.213644948064211,0.210326859308385,0.213560122844318,0.221489161168709,0.0552719200887902,0.0362762237762238,0.0265830992003458,0.029272492466638,0.0339055793991416,0.0230355220667384,0.0138528138528139,0.0190064794816415,0.020289229440967,0.0155743024010383,2
0.0141304347826087,0.019180470793374,0.696644000877385,0.678059273422562,1,0.464919043947571,0.997941327843541,0.41438032166509,0.355187319884726,0.432336182336182,0.210339943342776,0.208432022738039,0.211670210252776,0.219604147031103,0.0532741398446171,0.0369318181818182,0.0263669764426194,0.0288420146362462,0.0336909871244635,0.0241119483315393,0.0149350649350649,0.0198704103671706,0.0220159723721131,0.0173047804455981,2
0.0158695652173913,0.020924149956408,0.697960078964685,0.679493307839388,1,0.465433050629658,0.997941327843541,0.413434247871334,0.353986551392892,0.430436847103514,0.209159584513692,0.206774040738986,0.210016536735176,0.2186616399623,0.0519422863485017,0.0336538461538462,0.0265830992003458,0.0286267757210504,0.0339055793991416,0.0245425188374596,0.016017316017316,0.0209503239740821,0.023526872436866,0.0190352584901579,2
0.0176086956521739,0.0233217088055798,0.699276157051985,0.679971319311663,1,0.465690053970702,0.997941327843541,0.413197729422895,0.352305475504323,0.42948717948718,0.208923512747875,0.20487920416864,0.208126624143633,0.122290292177191,0.0506104328523862,0.0343094405594406,0.0263669764426194,0.0284115368058545,0.0336909871244635,0.026264800861141,0.0170995670995671,0.0220302375809935,0.0252536153680121,0.0205494267791477,2
0.0182608695652174,0.0233217088055798,0.699934196095635,0.676864244741874,1,0.466204060652788,0.997941327843541,0.345789971617786,0.35254562920269,1,0.203966005665722,0.203931785883468,0.206945428773919,0.121112158341188,0.058157602663707,0.0434877622377622,0.0259347309271666,0.0279810589754628,0.0332618025751073,0.0269106566200215,0.0175324675324675,0.0224622030237581,0.0254694582344054,0.0214146658014276,2
0.0182608695652174,0.0207061900610288,0.701688966878701,0.676147227533461,0.470360824742268,0.465690053970702,0.997941327843541,0.346972563859981,0.353025936599424,0.429724596391263,0.204202077431539,0.203931785883468,0.206945428773919,0.121112158341188,0.0588235294117647,0.0238199300699301,0.0259347309271666,0.0277658200602669,0.0330472103004292,0.0327233584499462,0.0175324675324675,0.0222462203023758,0.0256853011007986,0.0214146658014276,2
0.0178260869565217,0.0180906713164778,0.705198508444834,0.676625239005736,0.472164948453608,0.465947057311745,0.997941327843541,0.501892147587512,0.353266090297791,0.360636277302944,0.204674220963173,0.204168640454761,0.206472950626033,0.120640904806786,0.058157602663707,0.0238199300699301,0.0257186081694402,0.027550581145071,0.032618025751073,0.0340150699677072,0.0170995670995671,0.0224622030237581,0.0254694582344054,0.0209820462902877,2
0.0176086956521739,0.0185265911072363,0.704540469401184,0.675908221797323,0.472938144329897,0.465947057311745,0.472207925887802,0.502601702932829,0.207492795389049,0.43019943019943,0.20491029272899,0.204405495026054,0.206709189699976,0.121583411875589,0.0590455049944506,0.0231643356643357,0.0257186081694402,0.027550581145071,0.032618025751073,0.0340150699677072,0.0177489177489178,0.0250539956803456,0.0250377725016188,0.0207657365347177,2
0.0173913043478261,0.019180470793374,0.707172625575784,0.676625239005736,0.471134020618557,0.465690053970702,0.470406587750901,0.505203405865658,0.206772334293948,0.42948717948718,0.20491029272899,0.204642349597347,0.206945428773919,0.120876531573987,0.0592674805771365,0.0231643356643357,0.0259347309271666,0.027550581145071,0.032618025751073,0.0346609257265877,0.0177489177489178,0.0250539956803456,0.0250377725016188,0.0207657365347177,2
0.0176086956521739,0.0170008718395815,0.997587190173284,0.676625239005736,0.47319587628866,0.465947057311745,0.469634585692228,0.50473036896878,0.206772334293948,0.43019943019943,0.20491029272899,0.204405495026054,0.206709189699976,0.120876531573987,0.0599334073251942,0.0367132867132867,0.0250702398962611,0.027550581145071,0.0332618025751073,0.0378902045209903,0.0177489177489178,0.0278617710583153,0.0250377725016188,0.0207657365347177,2
